Dataset,size_bucket,Method,hop_distance,support,recovered,recall,kind
LLMs4OL_SchemaOrg_SUB,0-150,Density_m25,1,85,51,0.6,direct
LLMs4OL_SchemaOrg_SUB,0-150,Density_m25,2,44,28,0.6363636363636364,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Density_m25,3,15,8,0.5333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Density_m5,1,85,57,0.6705882352941176,direct
LLMs4OL_SchemaOrg_SUB,0-150,Density_m5,2,44,37,0.8409090909090909,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Density_m5,3,15,13,0.8666666666666667,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Density_m50,1,85,53,0.6235294117647059,direct
LLMs4OL_SchemaOrg_SUB,0-150,Density_m50,2,44,30,0.6818181818181818,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Density_m50,3,15,11,0.7333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,LLMZero,1,85,51,0.6,direct
LLMs4OL_SchemaOrg_SUB,0-150,LLMZero,2,44,22,0.5,indirect
LLMs4OL_SchemaOrg_SUB,0-150,LLMZero,3,15,7,0.4666666666666667,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Lexical,1,85,22,0.25882352941176473,direct
LLMs4OL_SchemaOrg_SUB,0-150,Lexical,2,44,10,0.22727272727272727,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Lexical,3,15,2,0.13333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,OurMethod,1,85,75,0.8823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,OurMethod,2,44,39,0.8863636363636364,indirect
LLMs4OL_SchemaOrg_SUB,0-150,OurMethod,3,15,14,0.9333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_k1000_clawback0,1,85,55,0.6470588235294118,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_k1000_clawback0,2,44,32,0.7272727272727273,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,1,85,59,0.6941176470588235,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,2,44,37,0.8409090909090909,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,1,85,59,0.6941176470588235,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,2,44,37,0.8409090909090909,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,1,85,58,0.6823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,2,44,36,0.8181818181818182,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,1,85,57,0.6705882352941176,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,2,44,36,0.8181818181818182,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,1,85,59,0.6941176470588235,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,2,44,37,0.8409090909090909,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,1,85,58,0.6823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,2,44,36,0.8181818181818182,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,1,85,63,0.7411764705882353,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,2,44,32,0.7272727272727273,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,3,15,11,0.7333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,1,85,60,0.7058823529411765,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,2,44,37,0.8409090909090909,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,1,85,75,0.8823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,2,44,41,0.9318181818181818,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,3,15,14,0.9333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_alt_Prompt_k=1000,1,85,18,0.21176470588235294,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_alt_Prompt_k=1000,2,44,19,0.4318181818181818,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_alt_Prompt_k=1000,3,15,7,0.4666666666666667,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_direct_k1000_clawback0,1,85,79,0.9294117647058824,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_direct_k1000_clawback0,2,44,43,0.9772727272727273,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_direct_k1000_clawback0,3,15,15,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_full_json_k1000_clawback0,1,85,60,0.7058823529411765,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_full_json_k1000_clawback0,2,44,36,0.8181818181818182,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_full_json_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_full_k1000_clawback0,1,85,75,0.8823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_full_k1000_clawback0,2,44,42,0.9545454545454546,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_full_k1000_clawback0,3,15,15,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_isa_k1000_clawback0,1,85,73,0.8588235294117647,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_isa_k1000_clawback0,2,44,41,0.9318181818181818,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_isa_k1000_clawback0,3,15,15,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback0,1,85,84,0.9882352941176471,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback0,2,44,44,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback0,3,15,15,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback0_gemini31b,1,85,84,0.9882352941176471,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback0_gemini31b,2,44,44,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback0_gemini31b,3,15,15,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback0_gemma4b,1,85,60,0.7058823529411765,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback0_gemma4b,2,44,37,0.8409090909090909,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback0_gemma4b,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback10,1,85,74,0.8705882352941177,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback10,2,44,40,0.9090909090909091,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback10,3,15,15,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback100,1,85,56,0.6588235294117647,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback100,2,44,35,0.7954545454545454,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback100,3,15,14,0.9333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback25,1,85,56,0.6588235294117647,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback25,2,44,35,0.7954545454545454,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback25,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback5,1,85,75,0.8823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback5,2,44,41,0.9318181818181818,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback5,3,15,15,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback50,1,85,65,0.7647058823529411,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback50,2,44,36,0.8181818181818182,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback50,3,15,14,0.9333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback75,1,85,64,0.7529411764705882,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback75,2,44,36,0.8181818181818182,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_k1000_clawback75,3,15,14,0.9333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,1,85,18,0.21176470588235294,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,2,44,8,0.18181818181818182,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_legacy_json_k1000_clawback0,3,15,2,0.13333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_legacy_vocab_fix_k1000_clawback0,1,85,53,0.6235294117647059,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_legacy_vocab_fix_k1000_clawback0,2,44,33,0.75,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_legacy_vocab_fix_k1000_clawback0,3,15,12,0.8,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,1,85,75,0.8823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,2,44,37,0.8409090909090909,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_conversational_k1000_clawback0,3,15,15,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_example_k1000_clawback0,1,85,76,0.8941176470588236,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_example_k1000_clawback0,2,44,41,0.9318181818181818,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_example_k1000_clawback0,3,15,14,0.9333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,1,85,74,0.8705882352941177,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,2,44,37,0.8409090909090909,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_quantifier_k1000_clawback0,3,15,14,0.9333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,1,85,76,0.8941176470588236,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,2,44,41,0.9318181818181818,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_no_restriction_k1000_clawback0,3,15,15,1.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_oneway_k1000_clawback0,1,85,69,0.8117647058823529,direct
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_oneway_k1000_clawback0,2,44,34,0.7727272727272727,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Our_Method_oneway_k1000_clawback0,3,15,14,0.9333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SBU_Batch,1,85,0,0.0,direct
LLMs4OL_SchemaOrg_SUB,0-150,SBU_Batch,2,44,0,0.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SBU_Batch,3,15,0,0.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SBU_Embedding,1,85,16,0.18823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,SBU_Embedding,2,44,1,0.022727272727272728,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SBU_Embedding,3,15,0,0.0,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall,1,85,58,0.6823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall,2,44,27,0.6136363636363636,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall,3,15,9,0.6,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_gemini31b,1,85,50,0.5882352941176471,direct
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_gemini31b,2,44,18,0.4090909090909091,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_gemini31b,3,15,5,0.3333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_gemma4b,1,85,39,0.4588235294117647,direct
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_gemma4b,2,44,24,0.5454545454545454,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_gemma4b,3,15,9,0.6,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_matched,1,85,41,0.4823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_matched,2,44,20,0.45454545454545453,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_matched,3,15,5,0.3333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_nomerge,1,85,58,0.6823529411764706,direct
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_nomerge,2,44,27,0.6136363636363636,indirect
LLMs4OL_SchemaOrg_SUB,0-150,SingleCall_nomerge,3,15,9,0.6,indirect
LLMs4OL_SchemaOrg_SUB,0-150,TaxoLLaMA_PPL15.0,1,85,33,0.38823529411764707,direct
LLMs4OL_SchemaOrg_SUB,0-150,TaxoLLaMA_PPL15.0,2,44,15,0.3409090909090909,indirect
LLMs4OL_SchemaOrg_SUB,0-150,TaxoLLaMA_PPL15.0,3,15,5,0.3333333333333333,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Vector,1,85,6,0.07058823529411765,direct
LLMs4OL_SchemaOrg_SUB,0-150,Vector,2,44,3,0.06818181818181818,indirect
LLMs4OL_SchemaOrg_SUB,0-150,Vector,3,15,0,0.0,indirect
SemEvalEnvironment_FULL,151-1000,LLMZero,1,192,158,0.8229166666666666,direct
SemEvalEnvironment_FULL,151-1000,LLMZero,2,180,146,0.8111111111111111,indirect
SemEvalEnvironment_FULL,151-1000,LLMZero,3,95,79,0.8315789473684211,indirect
SemEvalEnvironment_FULL,151-1000,LLMZero,4,34,34,1.0,indirect
SemEvalEnvironment_FULL,151-1000,LLMZero,5,5,5,1.0,indirect
SemEvalEnvironment_FULL,151-1000,OurMethod,1,192,134,0.6979166666666666,direct
SemEvalEnvironment_FULL,151-1000,OurMethod,2,180,85,0.4722222222222222,indirect
SemEvalEnvironment_FULL,151-1000,OurMethod,3,95,50,0.5263157894736842,indirect
SemEvalEnvironment_FULL,151-1000,OurMethod,4,34,26,0.7647058823529411,indirect
SemEvalEnvironment_FULL,151-1000,OurMethod,5,5,5,1.0,indirect
SemEvalEnvironment_FULL,151-1000,Our_Method_k=1000,1,192,137,0.7135416666666666,direct
SemEvalEnvironment_FULL,151-1000,Our_Method_k=1000,2,180,91,0.5055555555555555,indirect
SemEvalEnvironment_FULL,151-1000,Our_Method_k=1000,3,95,55,0.5789473684210527,indirect
SemEvalEnvironment_FULL,151-1000,Our_Method_k=1000,4,34,25,0.7352941176470589,indirect
SemEvalEnvironment_FULL,151-1000,Our_Method_k=1000,5,5,5,1.0,indirect
SemEvalEnvironment_FULL,151-1000,SBU_Batch,1,192,116,0.6041666666666666,direct
SemEvalEnvironment_FULL,151-1000,SBU_Batch,2,180,78,0.43333333333333335,indirect
SemEvalEnvironment_FULL,151-1000,SBU_Batch,3,95,46,0.4842105263157895,indirect
SemEvalEnvironment_FULL,151-1000,SBU_Batch,4,34,16,0.47058823529411764,indirect
SemEvalEnvironment_FULL,151-1000,SBU_Batch,5,5,3,0.6,indirect
SemEvalEnvironment_FULL,151-1000,TaxoLLaMA_PPL15.0,1,192,73,0.3802083333333333,direct
SemEvalEnvironment_FULL,151-1000,TaxoLLaMA_PPL15.0,2,180,12,0.06666666666666667,indirect
SemEvalEnvironment_FULL,151-1000,TaxoLLaMA_PPL15.0,3,95,1,0.010526315789473684,indirect
SemEvalEnvironment_FULL,151-1000,TaxoLLaMA_PPL15.0,4,34,0,0.0,indirect
SemEvalEnvironment_FULL,151-1000,TaxoLLaMA_PPL15.0,5,5,0,0.0,indirect
SemEvalEnvironment_SUB,0-150,LLMZero,1,99,67,0.6767676767676768,direct
SemEvalEnvironment_SUB,0-150,LLMZero,2,88,66,0.75,indirect
SemEvalEnvironment_SUB,0-150,LLMZero,3,45,42,0.9333333333333333,indirect
SemEvalEnvironment_SUB,0-150,LLMZero,4,16,16,1.0,indirect
SemEvalEnvironment_SUB,0-150,LLMZero,5,4,4,1.0,indirect
SemEvalEnvironment_SUB,0-150,Lexical,1,99,15,0.15151515151515152,direct
SemEvalEnvironment_SUB,0-150,Lexical,2,88,6,0.06818181818181818,indirect
SemEvalEnvironment_SUB,0-150,Lexical,3,45,2,0.044444444444444446,indirect
SemEvalEnvironment_SUB,0-150,Lexical,4,16,0,0.0,indirect
SemEvalEnvironment_SUB,0-150,Lexical,5,4,0,0.0,indirect
SemEvalEnvironment_SUB,0-150,OurMethod,1,99,67,0.6767676767676768,direct
SemEvalEnvironment_SUB,0-150,OurMethod,2,88,54,0.6136363636363636,indirect
SemEvalEnvironment_SUB,0-150,OurMethod,3,45,30,0.6666666666666666,indirect
SemEvalEnvironment_SUB,0-150,OurMethod,4,16,13,0.8125,indirect
SemEvalEnvironment_SUB,0-150,OurMethod,5,4,4,1.0,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_k1000_clawback0,1,99,65,0.6565656565656566,direct
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_k1000_clawback0,2,88,41,0.4659090909090909,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_k1000_clawback0,3,45,25,0.5555555555555556,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_k1000_clawback0,4,16,14,0.875,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_k1000_clawback0,5,4,4,1.0,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,1,99,73,0.7373737373737373,direct
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,2,88,43,0.48863636363636365,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,3,45,19,0.4222222222222222,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,4,16,9,0.5625,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_leverage_k1000_clawback0,5,4,1,0.25,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,1,99,73,0.7373737373737373,direct
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,2,88,43,0.48863636363636365,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,3,45,21,0.4666666666666667,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,4,16,13,0.8125,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_neighborhood_k1000_clawback0,5,4,4,1.0,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,1,99,68,0.6868686868686869,direct
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,2,88,45,0.5113636363636364,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,3,45,22,0.4888888888888889,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,4,16,13,0.8125,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_salience_k1000_clawback0,5,4,4,1.0,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,1,99,70,0.7070707070707071,direct
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,2,88,45,0.5113636363636364,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,3,45,22,0.4888888888888889,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,4,16,13,0.8125,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_+rank_self_agreement_k1000_clawback0,5,4,4,1.0,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,1,99,71,0.7171717171717171,direct
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,2,88,39,0.4431818181818182,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,3,45,18,0.4,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,4,16,8,0.5,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top10_k1000_clawback0,5,4,1,0.25,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,1,99,71,0.7171717171717171,direct
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,2,88,39,0.4431818181818182,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,3,45,18,0.4,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,4,16,8,0.5,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_prune_only_top25_k1000_clawback0,5,4,1,0.25,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,1,99,62,0.6262626262626263,direct
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,2,88,34,0.38636363636363635,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,3,45,20,0.4444444444444444,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,4,16,9,0.5625,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_k1000_clawback0,5,4,1,0.25,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,1,99,74,0.7474747474747475,direct
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,2,88,45,0.5113636363636364,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,3,45,22,0.4888888888888889,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,4,16,13,0.8125,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_+restructure_ranked_top25_k1000_clawback0,5,4,4,1.0,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,1,99,76,0.7676767676767676,direct
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,2,88,71,0.8068181818181818,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,3,45,36,0.8,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,4,16,14,0.875,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k1000_clawback0,5,4,4,1.0,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k=1000,1,99,31,0.31313131313131315,direct
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k=1000,2,88,15,0.17045454545454544,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k=1000,3,45,10,0.2222222222222222,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k=1000,4,16,2,0.125,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_alt_Prompt_k=1000,5,4,0,0.0,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_direct_k1000_clawback0,1,99,81,0.8181818181818182,direct
SemEvalEnvironment_SUB,0-150,Our_Method_direct_k1000_clawback0,2,88,70,0.7954545454545454,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_direct_k1000_clawback0,3,45,38,0.8444444444444444,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_direct_k1000_clawback0,4,16,14,0.875,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_direct_k1000_clawback0,5,4,4,1.0,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_full_json_k1000_clawback0,1,99,72,0.7272727272727273,direct
SemEvalEnvironment_SUB,0-150,Our_Method_full_json_k1000_clawback0,2,88,45,0.5113636363636364,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_full_json_k1000_clawback0,3,45,24,0.5333333333333333,indirect
SemEvalEnvironment_SUB,0-150,Our_Method_full_json_k1000_clawback0,4,16,13,0.8125,indirect
